"id","state","city","district","h_name","address","pincode","contact","helpline","fax","category","website","email","blood_component","blood_group","service_time","latitude","longitude"
"1738","Odisha","Phulbani","Kandhamal","Orissa Red Cross Blood Bank","District Headquarter Hospital","NA","06842 253006","NA","NA","NA","NA","NA","NA","NA","NA","[=20]20","[=84]84"
"1739","Odisha","Chatrapur","Ganjam","Red Cross Blood Bank","Sub Division Hospital","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=85]85"
"1740","Odisha","Deogarh","Debagarh","Orissa Red Cross Blood Bank","District Headquarter Hospital","NA","06641 226182","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1741","Odisha","Udala","Mayurbhanj","Red Cross Blood Bank","Sub Division Hospital","NA","06795 232288","NA","NA","NA","NA","NA","NA","NA","NA","[=22]22","[=87]87"
"1742","Odisha","NA","Gajapati","Orissa Red Cross Blood Bank","District Headquarter Hospital","NA","06815 222467","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1743","Odisha","Koraput","Koraput","Orissa Red cross Blood Bank","District Headquarter Hospital","NA","06852 252101","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=83]83"
"1744","Odisha","Puri","Puri","Acharya Harihar Red Cross Blood Bank","District Headquarter Hospital","752001","06752 224097","NA","NA","NA","NA","NA","NA","NA","NA","[=20]20","[=86]86"
"1745","Odisha","Sambalpur","Sambalpur","Orissa Red Cross Blood Bank","District Headquarter Hospital","NA","0663 253374","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=84]84"
"1746","Odisha","Kuchinda","Sambalpur","Orissa Red Cross Blood Bank","Sub Division Hospital","NA","6642 220509","NA","NA","NA","NA","NA","NA","NA","NA","[=22]22","[=84]84"
"1747","Odisha","Kendrapara","Kendrapara","Odisha Red Cross Blood Bank","District Headquarter Hospital","NA","06727 233334","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=86]86"
"1748","Odisha","Rourkella","Sundergarh","Red Cross Blood Bank","Government Hospital Campus","NA","0661 2401770","NA","NA","NA","NA","NA","NA","NA","NA","[=22]22","[=85]85"
"1749","Odisha","Parlakimundi","Gajapati","Orissa Red Cross Blood Bank","District Head Quarter Hospital","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1750","Odisha","Talcher","Angul","Neheru Shatabdi Central Hospital Blood Bank","Post Office - Dera","759103","06760 242020","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=85]85"
"1751","Odisha","Sundargarh","Sundargarh","Red Cross Blood Bank","District Headquarter Hospital","NA","06622 273225","NA","NA","NA","NA","NA","NA","NA","NA","[=22]22","[=84]84"
"1752","Odisha","Joda","Kendujhar","TISCO Hospital Blood Bank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1753","Odisha","Nilagiri","Balasore","Orissa Red Cross Blood Bank","Sub Division Hospital","NA","06782 241496","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=87]87"
"1754","Odisha","Bhubaneswar","Khurda","Jagannath Blood Transfusion Centre","Unit 6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1755","Odisha","Bhubaneswar","Khurda","Kalinga Hospital","Chandrasekharpur","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1756","Odisha","Bhubaneswar","Bhubaneswar","Orissa Red Cross Blood Bank","NA","NA","0674 2591206","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1757","Odisha","Karanjia","Mayurbhanj","Orissa Red Cross Blood Bank","Sub Division Hospital","NA","06796 221832","NA","NA","NA","NA","NA","NA","NA","NA","[=22]22","[=86]86"
"1758","Odisha","Rourkella","Sundergarh","Immuno Haematology & Blood Transfusion Centre","IGH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1759","Odisha","NA","NA","Central Red Cross Blood Bank","Medical Road, Manglabag","NA","0671 2302258","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1760","Odisha","Athagarh","Cuttack","Orissa Red Cross Blood Bank","Sub Division Hospital, Athagarh","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1761","Odisha","Bissam Cuttack","Rayagada","Christian Hospital, Blood Bank","NA","765019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1762","Odisha","NA","NA","Orissa Red Cross Blood Bank","District Headquarter Hospital","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1763","Odisha","NA","NA","NTPC/ TSTPS Hospital","Kaniha","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1764","Odisha","Bhubaneswar","Khurda","Kalinga Institute of Medical Sciences Blood Bank","KIIT Campus 5, Paita, Plot No. 14 A 14 B","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1765","Odisha","NA","Angul","Oriss Red Cross Blood Bank","District Head Quarter Hospital","NA","67464 230880","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1766","Odisha","Bhawanipatna","Kalahandi","Blood Bank, Sardar Rajas Medical College Hospital & Research Centre","Jaring, Plot Number 235 and 807, Khata Number 230, Post Office Nandol","766001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1767","Odisha","Champua","Kendujhar","Orissa Red Cross Blood Bank","Sub Division Hospital","NA","06767 240898","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1768","Odisha","Bhubaneswar","Khurda","Apollo Hospital Blood Bank","Plot Number 251, Sainik School Road, Unit 15","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1769","Odisha","Rairakhol","Sambalpur","Orissa Red Cross Blood Bank","Sub Division Hospital","NA","06644 253085","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1770","Odisha","Nayagarh","Nayagarh","Red Cross Blood Bank","District Head Quarter Hospital","NA","06753 252189","NA","NA","NA","NA","NA","NA","NA","NA","[=20]20","[=85]85"
"1771","Odisha","Jaypore","Koraput","Orissa Red Cross Blood Bank","Sub Division Hospital","NA","06854 233600","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=83]83"
"1772","Odisha","Dhenkanal","Dhenkanal","Odisha Red Cross Blood Bank","District Head Quarter Hospital","759001","06762 221388","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=86]86"
"1773","Odisha","Burla","Sambalpur","Orissa Red Cross Blood Bank","V.S.S. Medical College Hospital","NA","0663 2431420","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1774","Odisha","NA","NA","Nalco Hospital Blood Bank","Nalco Nagar","759145","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1775","Odisha","Kantabanji","Bolangir","Biju Pattnaik Red Cross Blood Bank &Transfusion Centre","C.H.C Campus","767001","06657 220464","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1776","Odisha","Bonai","NA","Orissa Red Cross Blood Bank","Sub Division Hospital","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=22]22","[=84]84"
"1777","Odisha","Bhubaneswar","Bhubaneswar","Hi-Tech Medical College & Hospital","Pandra, P.O.- Rasulgarh","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1778","Odisha","NA","Nuapada","Odisha Red Cross Blood Bank","District Headquarter Hospital","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=83]83"
"1779","Odisha","Joda","Kendujhar","Central Hospital Blood Bank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1780","Odisha","Talcher","Angul","Orissa Red Cross Blood Bank","Sub Division Hospital","NA","06760 242020","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=85]85"
"1781","Odisha","Dharmagarh","Kalahandi","O.R.C.B. & Blood Transfusion Centre","Sub Division Hospital Campus, Dharmagar","NA","06672 242077","NA","NA","NA","NA","NA","NA","NA","NA","[=20]20","[=83]83"
"1782","Odisha","NA","Sambalpur","J.M.J. Hospital Blood Bank, Baripali","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1783","Odisha","Rajgangpur","Sundargarh","Red Cross Blood Bank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1784","Odisha","Pallahara","Angul","Red Cross Blood Bank","Sub Division Hospital","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1785","Odisha","Athamalik","Angul","Orissa Red Cross Blood Bank","Sub Division Hospital Campus","NA","06763 254213","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1786","Odisha","Cuttack","Cuttack","Blood Bank","S.C.B. M.C.H., 2nd Floor, Transfusion Medicine Department","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1787","Odisha","Berhampur","Ganjam","Orissa Red Cross Blood Bank","M.K.C.G. Medical college Hospital","NA","0680 2292534","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1788","Odisha","NA","NA","ORC Blood Bank","Area Hospital, Jajpur Road","NA","06726 224957","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1789","Odisha","Gunupur","Rayagada","Orissa Red Cross Blood Bank","Sub Division Hospital","NA","06856 236465","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=83]83"
"1790","Odisha","Rourkela","Sundergarh","HI-Tech Medical College & Hospital","Near Hanuman Vatika","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1791","Odisha","NA","Bolangir","Orissa Red Cross Blood Bank","District Headquarter Hospital","NA","06652 230646","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=83]83"
"1792","Odisha","Keonjhar","Kendujhar","Orissa Red Cross Blood Bank","District Headquarter Hospital","NA","06766 254380","NA","NA","NA","NA","NA","NA","NA","NA","[=22]22","[=86]86"
"1793","Odisha","Nawarangpur","Nawarangpur","Orissa Red Cross Blood Bank","District Headquarter Hospital","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=83]83"
"1794","Odisha","Rourkela","Sundergarh","Orissa Red Cross Blood Bank","Rourkela Government Hospital","NA","0661 2401770","NA","NA","NA","NA","NA","NA","NA","NA","[=22]22","[=85]85"
"1795","Odisha","Nuapada","Nuapada","Orissa Red Cross Blood Bank","District Headquarter Hospital","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=83]83"
"1796","Odisha","Kuchinda","Sambalpur","Orissa Red Cross Blood Bank","Sub Divisional Hospital","NA","06642 220509","NA","NA","NA","NA","NA","NA","NA","NA","[=22]22","[=84]84"
"1797","Odisha","Ganjam","Ganjam","Orissa Red Cross Blood Bank","Sub Divisional Hospital, Chatarpur","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=85]85"
"1798","Odisha","Karanjia","Mayurbhanj","Orissa Red Cross Blood Bank","Sub Divisional Hospital, Karanjia","NA","06796 221832","NA","NA","NA","NA","NA","NA","NA","NA","[=22]22","[=86]86"
"1799","Puducherry","Puducherry","Puducherry","Indhira Gandhi Govt General Hospital Blood Bank","Kathoirkamam , Puducherry","605009","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=12]12","[=80]80"
"1800","Puducherry","Karaikal","Karaikal","Government General Hospital Blood Bank","Kamarajar Salai Government Hospital","NA","04368 222450","NA","NA","NA","NA","NA","NA","NA","NA","[=11]11","[=80]80"
"1801","Puducherry","Puducherry","Puducherry","JIPMER","Gorimedu JIPMER, Puducherry","605006","0413 22966170413 22712690413 22772940413 2277041","09436240964","NA","NA","NA","NA","NA","NA","NA","[=12]12","[=80]80"
"1802","Puducherry","Mahe","Mahe","Govt General Hospital Blood Bank","NA","NA","0490 2332225","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1803","Puducherry","NA","NA","Govt General Hospital Blood Bank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1804","Puducherry","Puducherry","Puducherry","St. Josephs Hospital","NA","NA","0413 23395130413 2223006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1805","Puducherry","Chellan Nagar","Puducherry","Pondicherry Private Hospital Association","NA","NA","0413 2212874","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1806","Puducherry","Karaikal","Karaikal","Vinayaka Missions Medical College & Hospital","NA","NA","04368 263255 04368 263277","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1807","Puducherry","Kalapet","Puducherry","Pondicherry Institute of Medical Sciences","NA","NA","0413 2656271, 0413 2656272, 0413 2656700","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1808","Puducherry","Pillayarkuppam","Puducherry","Mahatma Gandhi Medical College & Research Institute","NA","NA","0413 2615449","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1809","Puducherry","Kirumampakkam","Puducherry","Aarupadai Veedu Medical College","NA","NA","0413 2477316, 0413 2477317, 0413 2615625","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1810","Puducherry","Kalitheerthalkuppam","Puducherry","Sri Manakula Vinayagar Medical College Hospital","NA","NA","0413 2643000, 0413 2643014, 0413 6533912","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1811","Puducherry","Osudu","Puducherry","Sri Lakshminarayana Institute of Medical Sciences","NA","NA","0413 2661998, 0413 2666130, 0413 6531599","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1812","Puducherry","Ariyur","Puducherry","Sri Venkateshwara Medical College Hospital & Research Centre","NA","NA","0413 2644482, 0413 2260601","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1813","Puducherry","Yanam","Yanam","Yanam Oldage","Old Rajeev Nagar","NA","0884 2324933","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1814","Puducherry","NA","NA","Indira Gandhi Medical College and Research Institute","NA","NA","0413 2656271, 0413 2656272,0413 2656700","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1815","Puducherry","NA","NA","East coast Hospitals","NA","NA","0413 2615449","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1816","Puducherry","Puducherry","Puducherry","Rajiv Gandhi Government Women and Child Hospital","Ellaipillaichavady, Puducherry","605005","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=12]12","[=80]80"
"1817","Puducherry","NA","NA","A.G. Padmavathis Hospital Limited","NA","NA","0413 2477316, 0413 2477317,0413 2615625","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1818","Punjab","Amritsar","Amritsar","Blood Bank, Shri Guru Ramdas Hospital Research and Medical Institute","NA","NA","0183 2870345","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1819","Punjab","Amritsar","Amritsar","Green Avenu Blood Bank","644, Macload Road, Rani Ka Bagh, Opp. Francis School","NA","01853 264022, 01853 2644614","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1820","Punjab","Ludhiana","Ludhiana","Shri Guru Teg Bahadur Charitable Hospital","Shastri Nagar, Model Town","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1821","Punjab","Ludhiana","Ludhiana","SNS Pahawa Hospital","Ludhiana","NA","01612 634181","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1822","Punjab","Ludhiana","Ludhiana","Red Cross Regional Blood Bank","Indian Red Cross Society, Ludhiana","NA","01612 441257,01628 262474","NA","NA","NA","NA","NA","NA","NA","NA","[=31]31","[=76]76"
"1823","Punjab","Sohana","Mohali","Sri Guru Harkrishan Sahib Eye Hospital Trust","Sohana","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1824","Punjab","Mansa","Mansa","Blood Bank, Civil Hospital","Civil Hospital,Mansa","NA","01652 222102","NA","NA","NA","NA","NA","NA","NA","NA","[=30]30","[=75]75"
"1825","Punjab","Beas","Amritsar","Blood Bank, Maharaj Sawan Singh Charitable Hospital","Beas","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1826","Punjab","Fazilka","Ferozpur","Blood Bank, Civil Hospital","Civil Hospital,Fazilka","NA","01638 262105,01638 265695","NA","NA","NA","NA","NA","NA","NA","NA","[=30]30","[=74]74"
"1827","Punjab","Hoshiarpur","Hoshiarpur","Shivam Hospital","Phagwara Road","NA","01882 248173,01882 248273,01882 248199","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1828","Punjab","Ludhiana","Ludhiana","Blood Bank , Dayanand Medical College Hospital","Tagore Nagar, Civil Lines","NA","0161 2304289,0161 2302620","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1829","Punjab","Ludhiana","Ludhiana","Blood Bank, Christian Medical College and Brown Memorial Hospital","Ludhiana","NA","0161 2229010 22,0161 2609958","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1830","Punjab","Ludhiana","Ludhiana","Blood Bank, Mohan Dai Oswal Cancer Treatment and Research Foundation","G.T. Road","NA","0161 2676100, 0161 2676102,0161 5094538","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1831","Punjab","Gurdaspur","NA","Civil Hospital","Civil Hospital,Gurdaspur","NA","01871 240144, 08146 302299","NA","NA","NA","NA","NA","NA","NA","NA","[=32]32","[=75]75"
"1832","Punjab","Amritsar","Tarn Taran","Civil Hospital","Civil Hospital,Patti","NA","01852 222755","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1833","Punjab","Taran Taran","Amritsar","Civil Hospital","Civil Hospital,Tarn Taran","NA","01851 244949","NA","NA","NA","NA","NA","NA","NA","NA","[=31]31","[=75]75"
"1834","Punjab","Ferozpur","Ferozpur","Civil Hospital","Civil Hospital-Ferozepur","NA","01632 242964","NA","NA","NA","NA","NA","NA","NA","NA","[=31]31","[=75]75"
"1835","Punjab","Patiala","Patiala","GMC and RH- Patiala","Government Medical College and Rajinder Hospital,Patiala","NA","0175 2203912, 0175 2203912, 0175 2223912,","NA","NA","NA","NA","NA","NA","NA","NA","[=30]30","[=76]76"
"1836","Punjab","Pathankot","Gurdaspur","Civil Hospital","Civil Hospital- Pathankot","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=32]32","[=76]76"
"1837","Punjab","Pathankot","Gurdaspur","Military Hospital Blood Bank","167, Pathankot","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1838","Punjab","Jalandhar","NA","Blood Bank, Baba Budha Sabib Cardiac Centre Ltd.","Jalandhar","NA","0181 2222244, 0181 2222266, 0181 2222288, 0181 2222299","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1839","Punjab","Amritsar","Amritsar","Anil Blood Bank","Amritsar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1840","Punjab","Jalandhar","Jalandhar","Blood Bank, Civil Hospital","Civil Hospital,Jalandhar","NA","0181 2233356","NA","NA","NA","NA","NA","NA","NA","NA","[=31]31","[=76]76"
"1841","Punjab","Ferozpur","Ferozpur","Blood Bank, Dr. Anil Bhaghi Memorial Hospital","Ferozpur","NA","01632 220555,01632 220556","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1842","Punjab","Faridkot","NA","Blood Bank, Guru Govind Singh Medical College Hospital","Guru Gobind Singh Medical College- Faridkot","NA","01639 250068","NA","NA","NA","NA","NA","NA","NA","NA","[=31]31","[=75]75"
"1843","Punjab","Ropar","NA","Blood Bank, Civil Hospital","Civil Hospital-Ropar","NA","01881 228040","NA","NA","NA","NA","NA","NA","NA","NA","[=31]31","[=77]77"
"1844","Punjab","Jalandhar","Jalandhar","Dr. Kanwaljit singh grover memorial charitable society (regd.)","New ruby hospital pvt. Ltd. 26-link road, Lajpat Nagar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1845","Punjab","Moga","Moga","Civil Hospital","Civil Hospital,Moga","NA","01636 220140, 01636 230540","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1846","Punjab","Khanna","Ludhiana","Civil Hospital","Civil Hospital, Khanna","NA","01628 221724, 01628 221724, 0161 441257","NA","NA","NA","NA","NA","NA","NA","NA","[=31]31","[=76]76"
"1847","Punjab","Ludhiana","Ludhiana","Civil Hospital","Civil Hospital-Ludhiana","NA","0161 2610577, 0161 2226999, 0161 2610577, 0161 2610502","NA","NA","NA","NA","NA","NA","NA","NA","[=31]31","[=76]76"
"1848","Punjab","Abohar","Fazilka","Civil Hospital","Civil Hospital,Abohar","NA","01634 221430, 01634 221400, 01634 221430","NA","NA","NA","NA","NA","NA","NA","NA","[=30]30","[=74]74"
"1849","Punjab","Nawan Shahar","NA","Blood Donors Council, Blood Bank (Voluntary org.)","Nawan Shahar","NA","01823 221940,01823 220974","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
